facility_id,facility_name,primary_sector,state,year,emissions,predicted,error_pct
1005476,MID AMERICA AGRI PRODUCTS WHEATLAND LLC,Other,NE,2021,48487.068,47671.56465651517,1.6818986528218827
1005476,MID AMERICA AGRI PRODUCTS WHEATLAND LLC,Other,NE,2022,49621.964,47589.54598543138,4.0958032506908
1005476,MID AMERICA AGRI PRODUCTS WHEATLAND LLC,Other,NE,2023,48376.968,47507.66842703091,1.796928598272402
1005479,"Ingredion Incorporated, Indianapolis Plant",Other,IN,2021,64813.75,65166.66005872081,0.544498750220144
1005479,"Ingredion Incorporated, Indianapolis Plant",Other,IN,2022,64467.554,64217.79399129955,0.3874197068194128
1005479,"Ingredion Incorporated, Indianapolis Plant",Other,IN,2023,60943.22,63282.74398891982,3.8388585127596144
1005480,West Texas Region Disposal Facility,Waste,TX,2021,125447.75,120870.14683300396,3.6490117734244225
1005480,West Texas Region Disposal Facility,Waste,TX,2022,131628,127223.61397099546,3.346085961197117
1005480,West Texas Region Disposal Facility,Waste,TX,2023,137591.5,133911.0473176103,2.674912827020349
1005482,Caliche Canyon Landfill,Waste,TX,2021,65021.75,70245.08387261747,8.033210229834586
1005482,Caliche Canyon Landfill,Waste,TX,2022,67670.75,71216.38879351072,5.2395441065906905
1005482,Caliche Canyon Landfill,Waste,TX,2023,65654,72201.12430907822,9.972163629144031
1005483,FCA Chrysler Technology Center,Import and Export of Equipment Containing Fluorintaed GHGs,MI,2021,39780.7,43759.34030829595,10.001433630619752
1005483,FCA Chrysler Technology Center,Import and Export of Equipment Containing Fluorintaed GHGs,MI,2022,39962.6,43316.23052115056,8.391922750648257
1005483,FCA Chrysler Technology Center,Import and Export of Equipment Containing Fluorintaed GHGs,MI,2023,37473.008,42877.60769112292,14.422647072054945
1005484,FCA STERLING STAMPING PLANT,Other,MI,2021,7735.92,8784.59579692524,13.555928666858492
1005484,FCA STERLING STAMPING PLANT,Other,MI,2022,7152.124,8565.6054361271,19.763100250039013
1005484,FCA STERLING STAMPING PLANT,Other,MI,2023,5179.88,8352.074265396566,61.24069023600095
1005485,FCA WARREN TRUCK ASSEMBLY PLANT,Other,MI,2021,87943.568,84625.3088421453,3.773168673182216
1005485,FCA WARREN TRUCK ASSEMBLY PLANT,Other,MI,2022,81771.092,82899.23371594067,1.3796339126065114
1005485,FCA WARREN TRUCK ASSEMBLY PLANT,Other,MI,2023,69970.936,81208.36478729168,16.060137865372667
1005488,Chautauqua County Landfill,Waste,NY,2021,85716.774,44182.500939632286,48.45524524799279
1005488,Chautauqua County Landfill,Waste,NY,2022,88707.636,43620.90383121918,50.82621316701622
1005488,Chautauqua County Landfill,Waste,NY,2023,84749.178,43066.44509898375,49.183642702724804
1005491,"AM/NS Calvert, LLC",Metals,AL,2021,558098.248,576164.0790467734,3.2370341801849474
1005491,"AM/NS Calvert, LLC",Metals,AL,2022,518893.396,612310.695314289,18.003177537894306
1005491,"AM/NS Calvert, LLC",Metals,AL,2023,564329.076,650725.0299542388,15.309498948134792
1005492,US Air Force Academy,Other,CO,2021,24172.406,22468.164714392035,7.050358518750531
1005492,US Air Force Academy,Other,CO,2022,26691.222,21363.235958283163,19.961566546922572
1005492,US Air Force Academy,Other,CO,2023,26292.2,20312.64486488928,22.742696066174457
1005493,EBR NORTH LANDFILL,Waste,LA,2021,403100.25,336458.8123463219,16.532224342127826
1005493,EBR NORTH LANDFILL,Waste,LA,2022,437055.25,395073.280788198,9.605643499718171
1005493,EBR NORTH LANDFILL,Waste,LA,2023,456059.25,463898.972074156,1.7190139382450824
1005495,Rutgers Health Science Campus at Newark,Other,NJ,2021,32160.228,58896.84934851776,83.13567101737513
1005495,Rutgers Health Science Campus at Newark,Other,NJ,2022,42678.94,57824.67121443944,35.48759930410511
1005495,Rutgers Health Science Campus at Newark,Other,NJ,2023,30802.684,56772.01137317144,84.30865106810639
1005501,"University of California, Los Angeles",Other,CA,2021,211595.204,219624.4892276683,3.794644243292158
1005501,"University of California, Los Angeles",Other,CA,2022,212275.5,220499.9914402828,3.874442147248653
1005501,"University of California, Los Angeles",Other,CA,2023,204920.628,221378.98371963383,8.031575874164233
1005502,"East Dubuque Nitrogen Fertilizers, LLC",Chemicals,IL,2021,760206.164,749704.8741474755,1.3813739416778164
1005502,"East Dubuque Nitrogen Fertilizers, LLC",Chemicals,IL,2022,682738.788,757979.7913275592,11.020467073207978
1005502,"East Dubuque Nitrogen Fertilizers, LLC",Chemicals,IL,2023,807616.216,766346.0434538324,5.1101218287285635
1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,Power Plants,PR,2021,3279279.402,2792225.132581692,14.852478539073493
1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,Power Plants,PR,2022,2332033.038,2749318.850775829,17.8936492740987
1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,Power Plants,PR,2023,1901295.268,2707071.88150065,42.38040387847062
1005508,Caesars Entertainment Consolidated Properties Source ID 257,Other,NV,2021,45674.328,52013.156005201556,13.87831695126758
1005508,Caesars Entertainment Consolidated Properties Source ID 257,Other,NV,2022,58716.728,51372.26562531172,12.508296400113245
1005508,Caesars Entertainment Consolidated Properties Source ID 257,Other,NV,2023,56095.788,50739.272102882125,9.548873610827743
1005509,University of Alaska Fairbanks,Other,AK,2021,99077.198,148861.19522999597,50.247683861624715
1005509,University of Alaska Fairbanks,Other,AK,2022,63365.916,151970.5621431595,139.8301354045912
1005509,University of Alaska Fairbanks,Other,AK,2023,116615.996,155144.8765571528,33.039104307056476
1005513,"CARGILL INCORPORATED, WATKINS GLEN PLANT",Other,NY,2021,49567.464,40928.82623885687,17.428040621854553
1005513,"CARGILL INCORPORATED, WATKINS GLEN PLANT",Other,NY,2022,49453.264,38379.40488391445,22.392574767330927
1005513,"CARGILL INCORPORATED, WATKINS GLEN PLANT",Other,NY,2023,47936.92,35988.78479063316,24.92470356745248
1005515,HOEGANAES CORPORATION,Metals,TN,2021,38609.356,50916.87245109957,31.877031181508357
1005515,HOEGANAES CORPORATION,Metals,TN,2022,38266.36,49633.23665881398,29.704619563538255
1005515,HOEGANAES CORPORATION,Metals,TN,2023,36545.312,48381.961865307785,32.38896924811529
1005516,"WVA Manufacturing, LLC",Metals,WV,2021,525334.74,489717.5417576646,6.7799053689720585
1005516,"WVA Manufacturing, LLC",Metals,WV,2022,433752.14,484814.4034903966,11.77222168642133
1005516,"WVA Manufacturing, LLC",Metals,WV,2023,414450.09,479960.35630690254,15.806551352637543
1005520,Smithfield Fresh Meats Corp. - Crete Facility,Other,NE,2021,79935.378,97288.0688802494,21.70839910239669
1005520,Smithfield Fresh Meats Corp. - Crete Facility,Other,NE,2022,77417.528,98541.10337099918,27.285262028773598
1005520,Smithfield Fresh Meats Corp. - Crete Facility,Other,NE,2023,84859.034,99810.27648442984,17.618916666468106
1005523,"Monument Chemical Port Arthur, LLC (previously known as KMTEX)",Chemicals,TX,2021,16803.736,30176.244380924392,79.58056696989522
1005523,"Monument Chemical Port Arthur, LLC (previously known as KMTEX)",Chemicals,TX,2022,15986.14,30263.558695424595,89.3112327017316
1005523,"Monument Chemical Port Arthur, LLC (previously known as KMTEX)",Chemicals,TX,2023,10012.112,30351.12565201705,203.14408840030006
1005524,Orange County Regional Landfill,Waste,NC,2021,18419.75,12128.087305266963,34.15715574170679
1005524,Orange County Regional Landfill,Waste,NC,2022,23919.5,10896.575878785496,54.44480077432431
1005524,Orange County Regional Landfill,Waste,NC,2023,43197.5,9790.114705932709,77.33638588822801
1005525,BELLEFIELD BOILER PLANT,Power Plants,PA,2021,55806.14,49787.618547794744,10.784694035826982
1005525,BELLEFIELD BOILER PLANT,Power Plants,PA,2022,56589.736,47842.574591314034,15.457151821111099
1005525,BELLEFIELD BOILER PLANT,Power Plants,PA,2023,48730.016,45973.51731792832,5.656675101587654
1005526,Green Plains Fairmont LLC,Other,MN,2021,161798.64,146798.24021850864,9.27102958435953
1005526,Green Plains Fairmont LLC,Other,MN,2022,171581.504,165658.05861757402,3.452263352596542
1005526,Green Plains Fairmont LLC,Other,MN,2023,159507.5,186940.8811992258,17.198803315973112
1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Waste,MN,2021,56009.338,63643.049286705944,13.62935460280916
1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Waste,MN,2022,55813.854,66424.97627110156,19.011627957283807
1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Waste,MN,2023,59081.03,69328.50518741677,17.344780866915777
1005530,MCKEAN CNTY LDFL,Waste,PA,2021,5370.8,4700.080656658291,12.488257677472792
1005530,MCKEAN CNTY LDFL,Waste,PA,2022,6679.05,4395.627207017911,34.18783798567295
1005530,MCKEAN CNTY LDFL,Waste,PA,2023,11528.55,4110.895100428657,64.34161190758024
1005535,SURRY COUNTY LANDFILL,Waste,NC,2021,48366.75,37692.47391945526,22.06945077050813
1005535,SURRY COUNTY LANDFILL,Waste,NC,2022,41722,35821.312836956364,14.142867463313447
1005535,SURRY COUNTY LANDFILL,Waste,NC,2023,26065.5,34043.041486347654,30.605748926157773
1005536,STD STEEL BURNHAM PLT,Metals,PA,2021,61221.74,64991.20925584965,6.157076319375525
1005536,STD STEEL BURNHAM PLT,Metals,PA,2022,66523.168,64881.9358181709,2.467158782680196
1005536,STD STEEL BURNHAM PLT,Metals,PA,2023,68869.968,64772.846108173464,5.949068964031651
1005537,Carbide Industries LLC,Metals,KY,2021,34272.296,66534.30850232452,94.13437752266296
1005537,Carbide Industries LLC,Metals,KY,2022,51444.09,75648.61157662352,47.05015012730038
1005537,Carbide Industries LLC,Metals,KY,2023,50320.592,86011.45126909873,70.92694630678974
1005539,PREPA Cambalache Combustion Turbine Plant,Power Plants,PR,2021,266954.734,174485.90754534726,34.638391711252716
1005539,PREPA Cambalache Combustion Turbine Plant,Power Plants,PR,2022,202339.828,189309.5443228046,6.439801696972582
1005539,PREPA Cambalache Combustion Turbine Plant,Power Plants,PR,2023,320251.772,205392.5390071623,35.86529194687413
1005541,PREPA Mayaguez Turbine Power Block,Power Plants,PR,2021,158119.044,123388.15202621534,21.96502780132206
1005541,PREPA Mayaguez Turbine Power Block,Power Plants,PR,2022,199864.02,134625.97086774776,32.64121732978864
1005541,PREPA Mayaguez Turbine Power Block,Power Plants,PR,2023,305955.002,146887.29618248114,51.99055572803443
1005544,NEW MEXICO STATE UNIVERSITY CAMPUS,Other,NM,2021,33437.224,31635.16594923932,5.389376973281881
1005544,NEW MEXICO STATE UNIVERSITY CAMPUS,Other,NM,2022,31695.18,31497.236827336612,0.624521370957314
1005544,NEW MEXICO STATE UNIVERSITY CAMPUS,Other,NM,2023,30291.736,31359.90907552627,3.5262854381349054
1005547,NEMAK USA INC,Metals,AL,2021,13759.448,14490.854673377515,5.315668719977098
1005547,NEMAK USA INC,Metals,AL,2022,16703.088,13086.695779534339,21.651039738673838
1005547,NEMAK USA INC,Metals,AL,2023,19822.876,11818.59940536993,40.37898736101699
1005551,FCA JEFFERSON NORTH ASSEMBLY PLANT,Other,MI,2021,68013.044,76321.81473496252,12.21643709251203
1005551,FCA JEFFERSON NORTH ASSEMBLY PLANT,Other,MI,2022,59637.476,76072.04393779175,27.557450516168302
1005551,FCA JEFFERSON NORTH ASSEMBLY PLANT,Other,MI,2023,76753.86,75823.09054061776,1.2126679484031657
1005552,FCA KOKOMO CASTING PLANT,Metals,IN,2021,32009.98,35535.07952896213,11.012501504100069
1005552,FCA KOKOMO CASTING PLANT,Metals,IN,2022,35212.468,37261.82001675365,5.819961318115072
1005552,FCA KOKOMO CASTING PLANT,Metals,IN,2023,33558.224,39072.467245481144,16.431868520459076
1005553,FCA WARREN STAMPING PLANT,Other,MI,2021,7386.772,6067.025150520853,17.866354200172246
1005553,FCA WARREN STAMPING PLANT,Other,MI,2022,5781.628,6088.823520519561,5.313304842849815
1005553,FCA WARREN STAMPING PLANT,Other,MI,2023,3941.836,6110.700210439945,55.02167544362438
1005554,FCA TOLEDO ASSEMBLY COMPLEX,Other,OH,2021,83066.488,84073.59192457811,1.2124070113306271
1005554,FCA TOLEDO ASSEMBLY COMPLEX,Other,OH,2022,84883.88,84659.7630077755,0.2640277426344114
1005554,FCA TOLEDO ASSEMBLY COMPLEX,Other,OH,2023,49811.612,85250.02094548823,71.14487470409155
1005556,WAYNE STATE UNIVERSITY,Other,MI,2021,36023.564,33693.012581024865,6.469519281809911
1005556,WAYNE STATE UNIVERSITY,Other,MI,2022,36576.712,33002.054945465876,9.773040984477019
1005556,WAYNE STATE UNIVERSITY,Other,MI,2023,33054.376,32325.2670862956,2.2057863494515715
1005558,CARDINAL FG COMPANY,Minerals,WI,2021,118580.932,111419.06464320792,6.039645022179517
1005558,CARDINAL FG COMPANY,Minerals,WI,2022,117986.632,113554.46864610154,3.7564962053484674
1005558,CARDINAL FG COMPANY,Minerals,WI,2023,114972.84,115730.79877120076,0.6592502813714641
1005559,NEMAK USA INC,Metals,TN,2021,20243.824,28100.393026380032,38.809708217084044
1005559,NEMAK USA INC,Metals,TN,2022,20997.32,27906.543300990874,32.905262676336186
1005559,NEMAK USA INC,Metals,TN,2023,23767.66,27714.03084216586,16.6039519337026
1005561,University of Kansas,Other,KS,2021,31096.932,30489.01837584412,1.9548990368435086
1005561,University of Kansas,Other,KS,2022,32431.428,30614.953221029333,5.60097069722205
1005561,University of Kansas,Other,KS,2023,25.6,30741.408239905766,119983.62593713189
1005564,WESTLAKE STYRENE LLC - STYRENE MONOMER PRODUCTION FACILITY,Chemicals,LA,2021,161714.592,152254.49226946206,5.849873912762271
1005564,WESTLAKE STYRENE LLC - STYRENE MONOMER PRODUCTION FACILITY,Chemicals,LA,2022,161184,154397.8863263744,4.210165818955729
1005564,WESTLAKE STYRENE LLC - STYRENE MONOMER PRODUCTION FACILITY,Chemicals,LA,2023,166186.924,156571.45445575425,5.785936289575795
1005565,EF Oxnard LLC,Power Plants,CA,2021,2798.84,55793.160016944275,1893.4387109282516
1005565,EF Oxnard LLC,Power Plants,CA,2022,4910.432,53171.47102042736,982.8267455985005
1005565,EF Oxnard LLC,Power Plants,CA,2023,3043.088,50672.973705334756,1565.1826600260902
1005567,FCA Warren PDC,Other,MI,2021,5299.98,5642.950231969527,6.471160871730215
1005567,FCA Warren PDC,Other,MI,2022,6415.476,5643.093539742385,12.039363256251214
1005567,FCA Warren PDC,Other,MI,2023,5313.28,5643.236851154661,6.210040712227877
1005574,Northwestern Memorial Hospital,Other,IL,2021,23332.158,26270.910511513423,12.595288063424837
1005574,Northwestern Memorial Hospital,Other,IL,2022,23985.306,26699.950492234282,11.31794813138628
1005574,Northwestern Memorial Hospital,Other,IL,2023,20854.318,27135.997283966746,30.1217200388272
1005577,CSL BEHRING LLC,Chemicals,IL,2021,51124.608,50675.68212769916,0.8781013485733501
1005577,CSL BEHRING LLC,Chemicals,IL,2022,49973.612,52254.05212013736,4.563288561445913
1005577,CSL BEHRING LLC,Chemicals,IL,2023,49728.712,53881.58280915498,8.351052424512782
1005579,"WestRock CP, LLC - West Point Mill",Pulp and Paper,VA,2021,605957.086,520340.33626467513,14.129177084220924
1005579,"WestRock CP, LLC - West Point Mill",Pulp and Paper,VA,2022,566833.186,516602.3326696249,8.86166416699094
1005579,"WestRock CP, LLC - West Point Mill",Pulp and Paper,VA,2023,587189.196,512891.18202043197,12.653164343910719
1005580,SHAW INDUSTRIES GROUP INC PLANT 4,Other,GA,2021,45959.476,38026.76862940393,17.260221527756478
1005580,SHAW INDUSTRIES GROUP INC PLANT 4,Other,GA,2022,40908.396,37513.13804873757,8.29966041998427
1005580,SHAW INDUSTRIES GROUP INC PLANT 4,Other,GA,2023,33093.676,37006.44511707235,11.82331366594738
1005583,CHEYENNE LANDFILL,Waste,WY,2021,66064.25,61397.326563211886,7.064219205982229
1005583,CHEYENNE LANDFILL,Waste,WY,2022,67135,60536.47176079985,9.828745422209211
1005583,CHEYENNE LANDFILL,Waste,WY,2023,68038.25,59687.68704404645,12.273335889670225
1005584,STEEL DYNAMICS INC,Metals,IN,2021,922011.396,924213.0232672449,0.238785255453065
1005584,STEEL DYNAMICS INC,Metals,IN,2022,920300.156,930131.5163657157,1.0682775941760998
1005584,STEEL DYNAMICS INC,Metals,IN,2023,982503.42,936087.9104238945,4.72420844866937
1005585,Galveston Bay Refinery,Other,TX,2021,6782152.256,6762373.828370914,0.2916246477891839
1005585,Galveston Bay Refinery,Other,TX,2022,7439548.832,6736672.918861844,9.44782982154578
1005585,Galveston Bay Refinery,Other,TX,2023,6633324.474,6711069.6875892095,1.1720399611678807
1005586,HIGHWATER ETHANOL LLC,Other,MN,2021,78374.004,76811.9018714158,1.9931380928097022
1005586,HIGHWATER ETHANOL LLC,Other,MN,2022,81427.344,77057.89006126538,5.366076951662105
1005586,HIGHWATER ETHANOL LLC,Other,MN,2023,81610.292,77304.66602212533,5.275836995993931
1005587,R I HOSPITAL,Other,RI,2021,56489.15,55682.3669310961,1.4282089018933792
1005587,R I HOSPITAL,Other,RI,2022,52268.102,56274.22515569636,7.664565963570595
1005587,R I HOSPITAL,Other,RI,2023,48576.556,56872.37435134066,17.07782320208263
1005588,VISTA METALS CORPORATION,Metals,CA,2021,30071.936,30628.68099953769,1.8513773091885015
1005588,VISTA METALS CORPORATION,Metals,CA,2022,34221.272,30544.315313933013,10.744652291320394
1005588,VISTA METALS CORPORATION,Metals,CA,2023,32234.228,30460.182010810167,5.503609359559756
1005590,AMERICAN REFINING GROUP INC,Petroleum Product Suppliers,PA,2021,125098.256,115062.89076019306,8.021986525381248
1005590,AMERICAN REFINING GROUP INC,Petroleum Product Suppliers,PA,2022,111088.56,110593.70217141518,0.4454624567865672
1005590,AMERICAN REFINING GROUP INC,Petroleum Product Suppliers,PA,2023,122544.272,106298.10253481922,13.257387881157575
1005592,ISOLATEK INTERNATIONAL,Minerals,IN,2021,19500.912,24618.051700792937,26.240514806655902
1005592,ISOLATEK INTERNATIONAL,Minerals,IN,2022,25260.05,24675.84637662552,2.31275719317452
1005592,ISOLATEK INTERNATIONAL,Minerals,IN,2023,21903.494,24733.77673437949,12.921603897439798
1005594,CITY OF ALBEMARLE LANDFILL,Waste,NC,2021,59591.75,58755.06699515938,1.4040248941180937
1005594,CITY OF ALBEMARLE LANDFILL,Waste,NC,2022,60786.25,62018.17024623755,2.0266429434905873
1005594,CITY OF ALBEMARLE LANDFILL,Waste,NC,2023,61211.25,65462.497745227374,6.945206551454797
1005598,JEWELL COAL & COKE,Metals,VA,2021,416122.31,440342.59060378507,5.820471534867973
1005598,JEWELL COAL & COKE,Metals,VA,2022,368274.974,429956.47231854935,16.748761841891913
1005598,JEWELL COAL & COKE,Metals,VA,2023,376576.398,419815.32568796776,11.482113036719783
1005599,Utah State University,Other,UT,2021,84.4,4796.456142726571,5583.004908443804
1005599,Utah State University,Other,UT,2022,179.598,3675.211972074533,1946.3546209170108
1005599,Utah State University,Other,UT,2023,399.5,2816.075585338666,604.9000213613682
1005601,ACME BRICK CO ELGIN PLANT,Minerals,TX,2021,24461.508,32696.431213706397,33.66482235562253
1005601,ACME BRICK CO ELGIN PLANT,Minerals,TX,2022,24461.508,32902.626542934966,34.50776028581298
1005601,ACME BRICK CO ELGIN PLANT,Minerals,TX,2023,27873.496,33110.122213277886,18.78711666910346
1005602,"STEEL DYNAMICS. INC. (SDI), STRUCTUAL AND RAIL DIVISION",Metals,IN,2021,351668.548,329208.748862095,6.386638573633547
1005602,"STEEL DYNAMICS. INC. (SDI), STRUCTUAL AND RAIL DIVISION",Metals,IN,2022,359572.5,342630.74902228726,4.711637007199589
1005602,"STEEL DYNAMICS. INC. (SDI), STRUCTUAL AND RAIL DIVISION",Metals,IN,2023,328102.768,356599.97063064174,8.685450233885792
1005604,ISP CHEMICALS LLC,Chemicals,KY,2021,72599.578,65483.92868213024,9.801226830643227
1005604,ISP CHEMICALS LLC,Chemicals,KY,2022,72682.078,62816.060070216896,13.574210040861928
1005604,ISP CHEMICALS LLC,Chemicals,KY,2023,71343.382,60256.882599377095,15.539632534693832
1005608,TRONOX LLC,Chemicals,MS,2021,375358.924,378725.6975277568,0.8969477778439069
1005608,TRONOX LLC,Chemicals,MS,2022,363215.856,382961.6964145658,5.436392736820871
1005608,TRONOX LLC,Chemicals,MS,2023,322670.8,387245.07441160263,20.012431993103387
1005619,TACOMA CITY SOLID WASTE FAC,Waste,WA,2021,10377.75,9200.801798405746,11.34107298397296
1005619,TACOMA CITY SOLID WASTE FAC,Waste,WA,2022,7797.754,8156.176940029908,4.596489451063834
1005619,TACOMA CITY SOLID WASTE FAC,Waste,WA,2023,6948.216,7230.154907651889,4.057716508120764
1005621,Sisecam Wyoming LLC,Minerals,WY,2021,854071.92,799964.2167147571,6.335263110540257
1005621,Sisecam Wyoming LLC,Minerals,WY,2022,843706.284,813168.5052580582,3.6194798262213475
1005621,Sisecam Wyoming LLC,Minerals,WY,2023,815087.468,826590.745095046,1.4112935785004623
1005622,KEYSTONE CEMENT COMPANY,Minerals,PA,2021,697879.814,567966.8822977454,18.615373176885523
1005622,KEYSTONE CEMENT COMPANY,Minerals,PA,2022,633332.098,592132.0828177598,6.505278243806958
1005622,KEYSTONE CEMENT COMPANY,Minerals,PA,2023,684874.088,617325.4364473559,9.862929951095492
1005623,Lion Elastomers,Other,TX,2021,68312.392,1822.0924876823462,97.33270577367232
1005623,Lion Elastomers,Other,TX,2022,66503.8,1290.3616178645116,98.05971746296525
1005623,Lion Elastomers,Other,TX,2023,62642.71,913.8027383976529,98.54124647800575
1005624,SWIFT PORK CO - WORTHINGTON,Other,MN,2021,39015.048,31799.564956591927,18.49410269444773
1005624,SWIFT PORK CO - WORTHINGTON,Other,MN,2022,37257.96,31257.371259235613,16.105521453038186
1005624,SWIFT PORK CO - WORTHINGTON,Other,MN,2023,38305.804,30724.42215393124,19.79173142030581
1005626,BIG RIVER UNITED ENERGY LLC,Other,IA,2021,169761.76,171409.66947083134,0.9707188891251687
1005626,BIG RIVER UNITED ENERGY LLC,Other,IA,2022,176471.436,171938.0880112344,2.5688848527110073
1005626,BIG RIVER UNITED ENERGY LLC,Other,IA,2023,174051.244,172468.13555048392,0.9095645702573032
1005628,Intermountain Generating Station,Power Plants,UT,2021,6975795.847,6367699.5935167605,8.717231220933114
1005628,Intermountain Generating Station,Power Plants,UT,2022,5306741.367,6022290.086666184,13.483768478257252
1005628,Intermountain Generating Station,Power Plants,UT,2023,4427131.038,5695616.973653066,28.65255003217879
1005629,St Marys Cement INC,Minerals,MI,2021,1426484.324,1215611.8229728693,14.782672159748934
1005629,St Marys Cement INC,Minerals,MI,2022,1371765.022,1264438.9671395286,7.823938731430309
1005629,St Marys Cement INC,Minerals,MI,2023,1425742.296,1315227.3377128579,7.751397892676547
1005630,NEW RIVER SOLID WASTE ASSOCIATION,Waste,FL,2021,94664,88095.22681411551,6.939040380592932
1005630,NEW RIVER SOLID WASTE ASSOCIATION,Waste,FL,2022,93550.25,86958.50979325963,7.046202662997025
1005630,NEW RIVER SOLID WASTE ASSOCIATION,Waste,FL,2023,164066,85836.46014579294,47.681749938565616
1005633,DENVER REGIONAL LANDFILL,Waste,CO,2021,3605.25,78045.07298431998,2064.761749790444
1005633,DENVER REGIONAL LANDFILL,Waste,CO,2022,5247.75,71078.72454349975,1254.4609507598445
1005633,DENVER REGIONAL LANDFILL,Waste,CO,2023,5144,64734.19640142761,1158.4408320650778
1005635,Aera Energy Metson,Petroleum and Natural Gas Systems,CA,2021,22711.464,40035.089260275774,76.27700821169333
1005635,Aera Energy Metson,Petroleum and Natural Gas Systems,CA,2022,21000.472,39365.425343618874,87.45019323193722
1005635,Aera Energy Metson,Petroleum and Natural Gas Systems,CA,2023,21524.72,38706.962844757305,79.82562767254257
1005636,UNIVERSITY OF NEW MEXICO,Other,NM,2021,71504.48,69346.60886900383,3.0178124937013258
1005636,UNIVERSITY OF NEW MEXICO,Other,NM,2022,54079.996,72762.84970017684,34.546699486029624
1005636,UNIVERSITY OF NEW MEXICO,Other,NM,2023,55130.692,76347.38573146008,38.48435954959548
1005637,HENNEPIN COUNTY ENERGY CENTER,Power Plants,MN,2021,32945.362,33394.705925948656,1.36390647627018
1005637,HENNEPIN COUNTY ENERGY CENTER,Power Plants,MN,2022,32405.426,33893.586827126106,4.592319900766331
1005637,HENNEPIN COUNTY ENERGY CENTER,Power Plants,MN,2023,31325.732,34399.92047108595,9.813620543922001
1005638,SEMINOLE ROAD MSW LANDFILL,Waste,GA,2021,307362.16,339445.33781575854,10.438232805156812
1005638,SEMINOLE ROAD MSW LANDFILL,Waste,GA,2022,351799.974,355287.451201136,0.9913238939398
1005638,SEMINOLE ROAD MSW LANDFILL,Waste,GA,2023,353121.82,371868.92532756785,5.30896259188057
1005639,LAFARGE NA WHITEHALL PLANT,Minerals,PA,2021,376169.938,349044.72743553884,7.210892690861752
1005639,LAFARGE NA WHITEHALL PLANT,Minerals,PA,2022,436502.564,356086.23103836155,18.422877571376294
1005639,LAFARGE NA WHITEHALL PLANT,Minerals,PA,2023,295726.088,363269.7874186415,22.83995296980411
1005640,ELEMENTIS CHROMIUM,Chemicals,NC,2021,152469.036,135728.1990516637,10.979827371858184
1005640,ELEMENTIS CHROMIUM,Chemicals,NC,2022,149925.54,133887.14167017926,10.69757582985577
1005640,ELEMENTIS CHROMIUM,Chemicals,NC,2023,120282.924,132071.05693480378,9.800337855773929
1005641,LINAM RANCH GAS PLANT,Injection of CO2,NM,2021,218114.576,207360.3307564434,4.930548632181553
1005641,LINAM RANCH GAS PLANT,Injection of CO2,NM,2022,212488.094,200424.62370238992,5.677245284909985
1005641,LINAM RANCH GAS PLANT,Injection of CO2,NM,2023,222121.942,193720.89945895487,12.786239074501312
1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,Petroleum and Natural Gas Systems,LA,2021,108982.344,80378.18811359568,26.24659631692664
1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,Petroleum and Natural Gas Systems,LA,2022,148481.592,75490.23041159843,49.15852571704752
1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,Petroleum and Natural Gas Systems,LA,2023,142090.846,70899.51915241434,50.10268349558961
1005648,E & J GALLO WINERY,Other,CA,2021,27563.95,37547.18756998902,36.21845769560974
1005648,E & J GALLO WINERY,Other,CA,2022,25627.31,40938.49113258951,59.74556491722895
1005648,E & J GALLO WINERY,Other,CA,2023,26077.874,44636.10098863123,71.16464704381666
1005649,Cleburne Compressor Station,Petroleum and Natural Gas Systems,TX,2021,58874.464,39493.99640070525,32.91829136532734
1005649,Cleburne Compressor Station,Petroleum and Natural Gas Systems,TX,2022,52291.84,39467.55284768356,24.524451907441843
1005649,Cleburne Compressor Station,Petroleum and Natural Gas Systems,TX,2023,51666.714,39441.12700017577,23.66240477345671
1005651,LAMB WESTON INCORPORATED,Other,OR,2021,39702.4,38172.339591235585,3.8538234685168073
1005651,LAMB WESTON INCORPORATED,Other,OR,2022,41138.896,37217.61230105281,9.531815581407898
1005651,LAMB WESTON INCORPORATED,Other,OR,2023,36455.112,36286.76366772944,0.46179622838782625
1005652,Dry Creek Landfill,Waste,OR,2021,53990.304,50951.90062662784,5.627683395470711
1005652,Dry Creek Landfill,Waste,OR,2022,50117.5,49230.88120476731,1.769080251873472
1005652,Dry Creek Landfill,Waste,OR,2023,62695.962,47567.993232646535,24.12909585365875
1005653,INTERNATIONAL PAPER - BOGALUSA MILL,Pulp and Paper,LA,2021,129648.256,111702.89727940285,13.841573557763201
1005653,INTERNATIONAL PAPER - BOGALUSA MILL,Pulp and Paper,LA,2022,114238.756,110940.86409276904,2.8868415787291584
1005653,INTERNATIONAL PAPER - BOGALUSA MILL,Pulp and Paper,LA,2023,101018.304,110184.02946939255,9.073331373087148
